City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Desc
70,Pingliang,CN,35.5392,106.6861,64.56,82,100,7.02,light rain
71,Nikolskoye,RU,59.7035,30.7861,63.01,77,75,5.23,broken clouds
72,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
73,Dunedin,NZ,-45.8742,170.5036,46.8,63,78,14.0,broken clouds
74,Kapaa,US,22.0752,-159.319,75.52,81,90,9.22,light rain
75,Muros,ES,42.7762,-9.0603,82.99,86,97,4.74,overcast clouds
76,Castro,BR,-24.7911,-50.0119,78.69,30,0,4.88,clear sky
77,Rikitea,PF,-23.1203,-134.9692,68.85,53,76,17.83,broken clouds
78,Meadow Lake,US,34.8014,-106.5436,77.65,33,3,7.78,clear sky
79,Cayenne,GF,4.9333,-52.3333,87.84,76,40,4.0,scattered clouds
80,Vallenar,CL,-28.5708,-70.7581,75.31,23,0,4.54,clear sky
81,Ust-Nera,RU,64.5667,143.2,60.39,98,100,5.35,moderate rain
82,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
83,Yellowknife,CA,62.456,-114.3525,46.92,81,20,6.91,few clouds
84,Korla,CN,41.7597,86.1469,86.09,18,5,5.41,clear sky
85,Hermanus,ZA,-34.4187,19.2345,59.81,60,4,10.29,clear sky
86,Nome,US,64.5011,-165.4064,48.27,81,75,13.8,broken clouds
87,Sobolevo,RU,54.4299,31.8996,66.51,71,84,9.35,light rain
88,Sitka,US,57.0531,-135.33,55.29,82,90,5.75,light rain
89,Saldanha,ZA,-33.0117,17.9442,56.71,59,1,9.13,clear sky
90,Provideniya,RU,64.3833,-173.3,46.63,98,100,5.06,overcast clouds
91,Yebaishou,CN,41.3975,119.6408,64.63,73,1,3.96,clear sky
92,Japura,ID,-0.3167,102.35,74.26,92,100,2.17,overcast clouds
93,Batagay,RU,67.6333,134.6333,58.32,83,100,2.82,overcast clouds
94,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
95,Sola,VU,-13.8833,167.55,78.17,76,98,21.18,overcast clouds
96,Storforshei,NO,66.4043,14.5233,55.65,62,75,10.36,broken clouds
97,Xining,CN,36.6167,101.7667,55.26,91,100,1.12,overcast clouds
98,Arraial Do Cabo,BR,-22.9661,-42.0278,82.36,61,0,10.36,clear sky
99,Kamaishi,JP,39.2667,141.8833,72.46,98,98,2.53,overcast clouds
100,Saint-Philippe,RE,-21.3585,55.7679,72.95,73,7,8.72,clear sky
101,Kuznechnoye,RU,61.12,29.8686,58.68,87,92,5.75,overcast clouds
102,Dibulla,CO,11.2725,-73.3091,86.18,65,23,4.41,few clouds
103,Husavik,IS,66.0449,-17.3389,57.11,58,96,5.23,overcast clouds
104,San Quintin,MX,30.4833,-115.95,68.43,74,97,1.72,overcast clouds
105,Mahebourg,MU,-20.4081,57.7,72.25,73,11,5.01,few clouds
106,Tiksi,RU,71.6872,128.8694,40.87,96,100,8.21,overcast clouds
107,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
108,Hilo,US,19.7297,-155.09,72.63,92,17,1.01,few clouds
109,Chuy,UY,-33.6971,-53.4616,59.47,52,82,9.19,broken clouds
110,Pevek,RU,69.7008,170.3133,41.2,96,100,4.83,moderate rain
111,Mataura,NZ,-46.1927,168.8643,41.49,87,29,3.78,light rain
112,Evensk,RU,61.95,159.2333,48.31,96,100,3.62,overcast clouds
113,Pochutla,MX,15.7432,-96.4661,77.83,82,100,1.59,overcast clouds
114,Tiznit,MA,29.5833,-9.5,82.72,35,99,10.89,overcast clouds
115,Shorapur,IN,16.5167,76.75,77.79,74,93,12.73,light rain
116,Hualmay,PE,-11.0964,-77.6139,63.72,77,68,8.16,broken clouds
117,Mataura,NZ,-46.1927,168.8643,41.49,87,29,3.78,light rain
118,Tasiilaq,GL,65.6145,-37.6368,50.16,94,100,7.23,overcast clouds
119,Marawi,PH,7.9986,124.2928,66.65,94,100,0.96,overcast clouds
120,Ilulissat,GL,69.2167,-51.1,45.99,62,82,3.36,broken clouds
121,Mar Del Plata,AR,-38.0023,-57.5575,48.22,81,75,11.5,light rain
122,Pio Xii,BR,-3.8325,-45.1525,95.18,34,21,5.59,few clouds
123,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
124,Rikitea,PF,-23.1203,-134.9692,68.85,53,76,17.83,broken clouds
125,Provideniya,RU,64.3833,-173.3,46.63,98,100,5.06,overcast clouds
126,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
127,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
128,Moose Factory,CA,51.2585,-80.6094,86.0,43,2,10.18,clear sky
129,Hermanus,ZA,-34.4187,19.2345,59.81,60,4,10.29,clear sky
130,Nikolskoye,RU,59.7035,30.7861,63.01,77,75,5.23,broken clouds
131,Temerloh,MY,3.4483,102.4176,75.36,93,99,2.19,overcast clouds
132,Bluff,NZ,-46.6,168.3333,41.81,78,66,16.33,broken clouds
133,Mataura,NZ,-46.1927,168.8643,41.49,87,29,3.78,light rain
134,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
135,Husavik,IS,66.0449,-17.3389,57.11,58,96,5.23,overcast clouds
136,Bethel,US,41.3712,-73.414,81.93,85,100,5.53,overcast clouds
137,Saldanha,ZA,-33.0117,17.9442,56.71,59,1,9.13,clear sky
138,Upernavik,GL,72.7868,-56.1549,40.95,86,89,10.94,overcast clouds
139,Arraial Do Cabo,BR,-22.9661,-42.0278,82.36,61,0,10.36,clear sky
140,Rikitea,PF,-23.1203,-134.9692,68.85,53,76,17.83,broken clouds
141,Jamestown,US,42.097,-79.2353,80.29,83,43,2.37,scattered clouds
142,Karratha,AU,-20.7377,116.8463,72.28,62,0,7.83,clear sky
143,Nisia Floresta,BR,-6.0911,-35.2086,85.01,48,2,15.23,clear sky
144,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
145,Arraial Do Cabo,BR,-22.9661,-42.0278,82.36,61,0,10.36,clear sky
146,Telde,ES,27.9924,-15.4192,83.05,69,20,21.85,few clouds
147,Isangel,VU,-19.55,169.2667,70.2,85,5,7.83,clear sky
148,New Norfolk,AU,-42.7826,147.0587,53.1,76,100,1.99,overcast clouds
149,Vaini,TO,-21.2,-175.2,69.96,100,75,5.75,light rain
150,Ahipara,NZ,-35.1667,173.1667,54.3,86,90,11.23,overcast clouds
151,Manono,CD,-7.3,27.4167,93.42,24,62,4.97,broken clouds
152,Dingle,PH,10.9995,122.6711,77.52,87,100,1.77,light rain
153,Karpathos,GR,35.507,27.2132,82.36,83,20,27.63,few clouds
154,Ostrovnoy,RU,68.0531,39.5131,49.53,89,100,9.48,overcast clouds
155,Port Blair,IN,11.6667,92.75,81.64,77,37,6.8,scattered clouds
156,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
157,Cape Town,ZA,-33.9258,18.4232,61.21,65,40,5.99,scattered clouds
158,Mataura,NZ,-46.1927,168.8643,41.49,87,29,3.78,light rain
159,Mataura,NZ,-46.1927,168.8643,41.49,87,29,3.78,light rain
160,Carlton,US,45.2943,-123.1765,61.03,92,90,4.61,overcast clouds
161,Punta Arenas,CL,-53.15,-70.9167,33.91,69,75,6.91,broken clouds
162,Mareeba,AU,-17.0,145.4333,69.44,88,97,4.52,overcast clouds
163,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
164,Rikitea,PF,-23.1203,-134.9692,68.85,53,76,17.83,broken clouds
165,Avarua,CK,-21.2078,-159.775,69.85,94,100,3.44,overcast clouds
166,Cidreira,BR,-30.1811,-50.2056,63.64,84,17,9.62,few clouds
167,Ponta Do Sol,PT,32.6667,-17.1,82.0,64,12,2.13,few clouds
168,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
169,Buala,SB,-8.145,159.5921,78.67,84,21,6.15,light rain
170,Hithadhoo,MV,-0.6,73.0833,83.37,71,1,12.82,clear sky
171,Srivardhan,IN,18.0333,73.0167,77.65,87,98,3.78,overcast clouds
172,Cognac,FR,45.5,-0.25,79.57,50,0,9.22,clear sky
173,Mataura,NZ,-46.1927,168.8643,41.49,87,29,3.78,light rain
174,Kahului,US,20.8947,-156.47,76.26,94,5,8.66,clear sky
175,Toora-Khem,RU,52.4675,96.11,39.79,98,100,6.02,light rain
176,Port Alfred,ZA,-33.5906,26.891,62.13,62,0,18.45,clear sky
177,Bluff,NZ,-46.6,168.3333,41.81,78,66,16.33,broken clouds
178,Chambas,CU,22.1928,-78.9136,87.28,65,67,11.7,broken clouds
179,Nuqui,CO,5.7125,-77.2708,81.34,76,87,2.71,overcast clouds
180,Guerrero Negro,MX,27.9769,-114.0611,69.17,73,73,9.98,broken clouds
181,Lompoc,US,34.6391,-120.4579,65.08,82,90,0.0,overcast clouds
182,Tromso,NO,69.6496,18.957,50.65,81,75,11.5,broken clouds
183,Leningradskiy,RU,69.3833,178.4167,37.45,92,100,2.53,overcast clouds
184,Port Shepstone,ZA,-30.7414,30.455,67.05,63,0,17.74,clear sky
185,Lavrentiya,RU,65.5833,-171.0,44.69,89,12,7.67,few clouds
186,Anadyr,RU,64.75,177.4833,41.5,93,0,0.0,clear sky
187,Hermanus,ZA,-34.4187,19.2345,59.81,60,4,10.29,clear sky
188,Itoman,JP,26.1247,127.6694,82.42,83,20,6.91,few clouds
189,Lebu,CL,-37.6167,-73.65,51.31,92,100,32.79,overcast clouds
190,Sorland,NO,67.667,12.6934,48.85,71,88,17.31,overcast clouds
191,Bredasdorp,ZA,-34.5322,20.0403,61.92,48,56,11.5,broken clouds
192,Hilo,US,19.7297,-155.09,72.63,92,17,1.01,few clouds
193,Pangody,RU,65.85,74.4859,66.07,69,47,6.69,scattered clouds
194,Maniitsoq,GL,65.4167,-52.9,46.71,83,69,9.71,broken clouds
195,Ilulissat,GL,69.2167,-51.1,45.99,62,82,3.36,broken clouds
196,Avarua,CK,-21.2078,-159.775,69.85,94,100,3.44,overcast clouds
197,Rikitea,PF,-23.1203,-134.9692,68.85,53,76,17.83,broken clouds
198,Aklavik,CA,68.2191,-135.0107,48.92,75,99,9.51,overcast clouds
199,Tasiilaq,GL,65.6145,-37.6368,50.16,94,100,7.23,overcast clouds
200,Wangou,CN,42.0623,126.9127,59.83,99,100,2.93,light rain
201,Vardo,NO,70.3705,31.1107,46.15,79,100,16.82,overcast clouds
202,Sikonge,TZ,-5.6333,32.7667,85.05,27,68,7.9,broken clouds
203,Nikolskoye,RU,59.7035,30.7861,63.01,77,75,5.23,broken clouds
204,Dikson,RU,73.5069,80.5464,42.82,95,100,20.42,overcast clouds
205,Rawson,AR,-43.3002,-65.1023,46.78,62,100,22.62,overcast clouds
206,Bredasdorp,ZA,-34.5322,20.0403,61.92,48,56,11.5,broken clouds
207,Glendive,US,47.1053,-104.7125,58.78,61,5,5.93,clear sky
208,Tambacounda,SN,13.7539,-13.7586,92.25,54,25,3.69,scattered clouds
209,Takaka,NZ,-40.85,172.8,49.55,72,100,1.83,overcast clouds
210,Bulalacao,PH,12.3254,121.3435,80.11,81,100,5.12,overcast clouds
211,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.38,70,48,9.75,scattered clouds
212,Dingle,PH,10.9995,122.6711,77.52,87,100,1.77,light rain
213,Ribeira Grande,PT,38.5167,-28.7,77.4,73,20,9.22,few clouds
214,Yellowknife,CA,62.456,-114.3525,46.92,81,20,6.91,few clouds
215,Khatanga,RU,71.9667,102.5,44.24,85,100,5.99,overcast clouds
216,Guerrero Negro,MX,27.9769,-114.0611,69.17,73,73,9.98,broken clouds
217,Hermanus,ZA,-34.4187,19.2345,59.81,60,4,10.29,clear sky
218,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
219,Adrar,MR,20.5022,-10.0711,106.92,15,61,8.37,broken clouds
220,Kurumkan,RU,54.3,110.3,55.29,89,94,2.64,overcast clouds
221,Punta Arenas,CL,-53.15,-70.9167,33.91,69,75,6.91,broken clouds
222,Zyryanka,RU,65.75,150.85,62.33,57,100,7.54,overcast clouds
223,Lookan,PH,5.037,120.1027,82.29,72,92,4.18,overcast clouds
224,Butaritari,KI,3.0707,172.7902,79.79,70,100,18.19,overcast clouds
225,Bloomsburg,US,41.0037,-76.4549,81.91,80,22,1.01,few clouds
226,Cherskiy,RU,68.75,161.3,57.58,60,100,7.67,overcast clouds
227,Rikitea,PF,-23.1203,-134.9692,68.85,53,76,17.83,broken clouds
228,Itea,GR,38.4333,22.4167,90.0,54,58,4.36,broken clouds
229,Talnakh,RU,69.4865,88.3972,49.15,83,100,13.76,light rain
230,Hermanus,ZA,-34.4187,19.2345,59.81,60,4,10.29,clear sky
231,Tiksi,RU,71.6872,128.8694,40.87,96,100,8.21,overcast clouds
232,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
233,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
234,Padang,ID,-0.9492,100.3543,78.85,85,100,1.41,overcast clouds
235,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
236,Atuona,PF,-9.8,-139.0333,76.86,73,23,18.12,few clouds
237,Kodiak,US,57.79,-152.4072,48.92,70,100,3.38,overcast clouds
238,Port-Cartier,CA,50.0334,-66.8654,66.92,55,100,5.79,overcast clouds
239,Laguna,US,38.421,-121.4238,64.47,84,75,4.0,mist
240,Saskylakh,RU,71.9167,114.0833,43.03,92,100,9.69,overcast clouds
241,Rikitea,PF,-23.1203,-134.9692,68.85,53,76,17.83,broken clouds
242,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
243,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
244,Tura,IN,25.5198,90.2201,74.26,96,87,4.23,overcast clouds
245,Kasongo,CD,-4.45,26.6667,85.03,44,93,4.92,overcast clouds
246,Rikitea,PF,-23.1203,-134.9692,68.85,53,76,17.83,broken clouds
247,Puerto Ayora,EC,-0.7393,-90.3518,71.56,96,95,5.01,light rain
248,Porto Novo,BJ,6.4965,2.6036,77.07,86,97,11.59,light rain
249,Stornoway,GB,58.2093,-6.3865,59.94,100,75,6.91,light intensity drizzle
250,Avarua,CK,-21.2078,-159.775,69.85,94,100,3.44,overcast clouds
251,Gander,CA,48.9682,-54.5906,55.53,94,90,6.91,overcast clouds
252,Saint-Philippe,RE,-21.3585,55.7679,72.95,73,7,8.72,clear sky
253,Kampot,KH,10.6167,104.1833,80.26,84,100,5.77,overcast clouds
254,Flin Flon,CA,54.7682,-101.865,54.41,65,100,13.56,overcast clouds
255,Acapulco,MX,16.8634,-99.8901,79.86,84,100,4.94,overcast clouds
256,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
257,Kavieng,PG,-2.5744,150.7967,81.72,80,100,15.99,overcast clouds
258,Arraial Do Cabo,BR,-22.9661,-42.0278,82.36,61,0,10.36,clear sky
259,Barrow,US,71.2906,-156.7887,42.82,87,90,19.57,fog
260,Mataura,NZ,-46.1927,168.8643,41.49,87,29,3.78,light rain
261,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
262,Mataura,NZ,-46.1927,168.8643,41.49,87,29,3.78,light rain
263,Fairbanks,US,64.8378,-147.7164,50.09,96,90,8.05,light rain
264,Bluff,NZ,-46.6,168.3333,41.81,78,66,16.33,broken clouds
265,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
266,Punta Arenas,CL,-53.15,-70.9167,33.91,69,75,6.91,broken clouds
267,Chuy,UY,-33.6971,-53.4616,59.47,52,82,9.19,broken clouds
268,Yarkovo,RU,57.4028,67.0786,77.27,47,4,3.38,clear sky
269,Isangel,VU,-19.55,169.2667,70.2,85,5,7.83,clear sky
270,Yellowknife,CA,62.456,-114.3525,46.92,81,20,6.91,few clouds
271,Ilulissat,GL,69.2167,-51.1,45.99,62,82,3.36,broken clouds
272,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
273,Roald,NO,62.5833,6.1333,62.17,67,20,11.5,few clouds
274,Isangel,VU,-19.55,169.2667,70.2,85,5,7.83,clear sky
275,Tiksi,RU,71.6872,128.8694,40.87,96,100,8.21,overcast clouds
276,Ternate,ID,0.8,127.4,79.56,80,32,3.02,scattered clouds
277,Bianzhuang,CN,34.8486,118.0447,73.69,88,100,2.06,light rain
278,Pisco,PE,-13.7,-76.2167,62.02,84,68,2.93,broken clouds
279,Hithadhoo,MV,-0.6,73.0833,83.37,71,1,12.82,clear sky
280,Punta Arenas,CL,-53.15,-70.9167,33.91,69,75,6.91,broken clouds
281,Dikson,RU,73.5069,80.5464,42.82,95,100,20.42,overcast clouds
282,Katsuura,JP,35.1333,140.3,80.71,88,100,14.45,light rain
283,Severo-Kurilsk,RU,50.6789,156.125,53.51,94,81,3.06,broken clouds
284,Seoul,KR,37.5683,126.9778,74.77,83,75,8.05,broken clouds
285,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
286,Longyearbyen,SJ,78.2186,15.6401,40.84,75,75,5.75,broken clouds
287,Burghausen,DE,48.1667,12.8333,80.8,56,73,0.96,broken clouds
288,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
289,Bengkulu,ID,-3.8004,102.2655,75.52,91,100,6.8,overcast clouds
290,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
291,Nerchinskiy Zavod,RU,51.3088,119.61,54.93,83,61,2.48,broken clouds
292,Barbosa Ferraz,BR,-24.03,-52.0117,90.79,19,0,4.74,clear sky
293,Qaanaaq,GL,77.484,-69.3632,38.44,82,100,4.29,overcast clouds
294,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
295,Paracuru,BR,-3.41,-39.0306,87.82,46,9,17.31,clear sky
296,East London,ZA,-33.0153,27.9116,63.54,63,0,21.85,clear sky
297,Barrow,US,71.2906,-156.7887,42.82,87,90,19.57,fog
298,East London,ZA,-33.0153,27.9116,63.54,63,0,21.85,clear sky
299,Fort Nelson,CA,58.8053,-122.7002,49.78,80,94,5.93,overcast clouds
300,Yellowknife,CA,62.456,-114.3525,46.92,81,20,6.91,few clouds
301,Port Alfred,ZA,-33.5906,26.891,62.13,62,0,18.45,clear sky
302,Qaanaaq,GL,77.484,-69.3632,38.44,82,100,4.29,overcast clouds
303,Lagoa,PT,39.05,-27.9833,73.08,76,0,10.36,clear sky
304,Kodiak,US,57.79,-152.4072,48.92,70,100,3.38,overcast clouds
305,Clyde River,CA,70.4692,-68.5914,44.55,67,60,4.45,broken clouds
306,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
307,Huaicheng,CN,23.9051,112.1931,79.72,77,98,0.47,overcast clouds
308,Punta Arenas,CL,-53.15,-70.9167,33.91,69,75,6.91,broken clouds
309,Tual,ID,-5.6667,132.75,80.19,83,92,15.7,light rain
310,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
311,Arraial Do Cabo,BR,-22.9661,-42.0278,82.36,61,0,10.36,clear sky
312,Tiksi,RU,71.6872,128.8694,40.87,96,100,8.21,overcast clouds
313,Tasiilaq,GL,65.6145,-37.6368,50.16,94,100,7.23,overcast clouds
314,Hobart,AU,-42.8794,147.3294,53.46,74,75,1.01,broken clouds
315,Mataura,NZ,-46.1927,168.8643,41.49,87,29,3.78,light rain
316,Saskylakh,RU,71.9167,114.0833,43.03,92,100,9.69,overcast clouds
317,Guasdualito,VE,7.2424,-70.7324,81.72,81,15,2.55,few clouds
318,Punta Arenas,CL,-53.15,-70.9167,33.91,69,75,6.91,broken clouds
319,Torbay,CA,47.6666,-52.7314,64.27,76,91,1.99,overcast clouds
320,Barrow,US,71.2906,-156.7887,42.82,87,90,19.57,fog
321,Khani,GE,41.9563,42.9566,72.97,81,67,3.96,broken clouds
322,Nouadhibou,MR,20.931,-17.0347,93.18,46,0,8.05,clear sky
323,Port Alfred,ZA,-33.5906,26.891,62.13,62,0,18.45,clear sky
324,Tautira,PF,-17.7333,-149.15,73.42,79,85,24.52,light rain
325,Mahebourg,MU,-20.4081,57.7,72.25,73,11,5.01,few clouds
326,San Cristobal,VE,7.7669,-72.225,78.15,63,75,6.58,broken clouds
327,Iqaluit,CA,63.7506,-68.5145,49.1,63,14,5.86,few clouds
328,Nuevo Casas Grandes,MX,30.4167,-107.9167,70.75,77,83,3.0,broken clouds
329,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
330,Sinnar,SD,13.5691,33.5672,86.49,53,100,10.38,overcast clouds
331,Tiksi,RU,71.6872,128.8694,40.87,96,100,8.21,overcast clouds
332,Hermanus,ZA,-34.4187,19.2345,59.81,60,4,10.29,clear sky
333,Ahipara,NZ,-35.1667,173.1667,54.3,86,90,11.23,overcast clouds
334,Cidreira,BR,-30.1811,-50.2056,63.64,84,17,9.62,few clouds
335,Rikitea,PF,-23.1203,-134.9692,68.85,53,76,17.83,broken clouds
336,Melenki,RU,55.3343,41.6295,81.23,52,83,4.68,broken clouds
337,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
338,Pisco,PE,-13.7,-76.2167,62.02,84,68,2.93,broken clouds
339,Emerald,AU,-23.5333,148.1667,60.93,77,0,8.95,clear sky
340,Kapaa,US,22.0752,-159.319,75.52,81,90,9.22,light rain
341,Burewala,PK,30.1667,72.65,88.57,53,83,16.2,broken clouds
342,Carnarvon,AU,-24.8667,113.6333,64.83,70,0,23.47,clear sky
343,Paka,MY,4.6374,103.4368,78.69,88,92,7.09,overcast clouds
344,Punta Arenas,CL,-53.15,-70.9167,33.91,69,75,6.91,broken clouds
345,Ponta Do Sol,PT,32.6667,-17.1,82.0,64,12,2.13,few clouds
346,Komsomolskiy,UZ,40.4272,71.7189,88.52,29,34,4.61,scattered clouds
347,Kaitangata,NZ,-46.2817,169.8464,35.29,89,57,4.92,broken clouds
348,San Quintin,MX,30.4833,-115.95,68.43,74,97,1.72,overcast clouds
349,Barrow,US,71.2906,-156.7887,42.82,87,90,19.57,fog
350,Avarua,CK,-21.2078,-159.775,69.85,94,100,3.44,overcast clouds
351,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
352,Arraial Do Cabo,BR,-22.9661,-42.0278,82.36,61,0,10.36,clear sky
353,Lompoc,US,34.6391,-120.4579,65.08,82,90,0.0,overcast clouds
354,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
355,Manali,IN,13.1667,80.2667,84.29,74,100,12.08,moderate rain
356,Sur,OM,22.5667,59.5289,88.07,57,4,2.51,clear sky
357,Tasiilaq,GL,65.6145,-37.6368,50.16,94,100,7.23,overcast clouds
358,Lompoc,US,34.6391,-120.4579,65.08,82,90,0.0,overcast clouds
359,Grindavik,IS,63.8424,-22.4338,56.89,62,0,5.75,light rain
360,Vaini,TO,-21.2,-175.2,69.96,100,75,5.75,light rain
361,Salalah,OM,17.0151,54.0924,78.55,85,100,5.03,overcast clouds
362,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
363,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
364,Hobart,AU,-42.8794,147.3294,53.46,74,75,1.01,broken clouds
365,Avarua,CK,-21.2078,-159.775,69.85,94,100,3.44,overcast clouds
366,Mar Del Plata,AR,-38.0023,-57.5575,48.22,81,75,11.5,light rain
367,Nantucket,US,41.2835,-70.0995,84.96,87,22,6.55,few clouds
368,Bacolod,PH,10.6667,122.95,78.67,84,83,5.1,light rain
369,Shangrao,CN,28.4532,117.9686,78.53,88,5,1.52,clear sky
370,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
371,Acarau,BR,-2.8856,-40.12,88.74,47,5,18.95,clear sky
372,Vaini,TO,-21.2,-175.2,69.96,100,75,5.75,light rain
373,Sorland,NO,67.667,12.6934,48.85,71,88,17.31,overcast clouds
374,Yeppoon,AU,-23.1333,150.7333,58.78,85,0,3.22,clear sky
375,Manokwari,ID,-0.8667,134.0833,78.58,76,24,3.6,few clouds
376,Englehart,CA,47.8169,-79.8664,84.36,53,0,7.76,clear sky
377,Malumfashi,NG,11.7853,7.6218,86.32,52,87,7.87,overcast clouds
378,Bredasdorp,ZA,-34.5322,20.0403,61.92,48,56,11.5,broken clouds
379,Novo Aripuana,BR,-5.1206,-60.3797,98.42,21,39,6.29,scattered clouds
380,Tautira,PF,-17.7333,-149.15,73.42,79,85,24.52,light rain
381,Cidreira,BR,-30.1811,-50.2056,63.64,84,17,9.62,few clouds
382,Tuktoyaktuk,CA,69.4541,-133.0374,45.28,81,100,5.32,overcast clouds
383,Bozeman,US,45.6796,-111.0386,55.51,81,100,1.01,overcast clouds
384,Saint-Philippe,RE,-21.3585,55.7679,72.95,73,7,8.72,clear sky
385,Palaikastron,GR,35.2,26.25,79.16,63,0,25.41,clear sky
386,Kwinana,AU,-32.25,115.7667,59.23,75,68,20.13,broken clouds
387,Busselton,AU,-33.65,115.3333,53.1,73,80,16.49,broken clouds
388,New Norfolk,AU,-42.7826,147.0587,53.1,76,100,1.99,overcast clouds
389,Kruisfontein,ZA,-34.0033,24.7314,59.88,67,3,13.62,clear sky
390,Hastings,GB,50.8552,0.5729,68.38,92,100,10.8,overcast clouds
391,Bluff,NZ,-46.6,168.3333,41.81,78,66,16.33,broken clouds
392,Quelimane,MZ,-17.8786,36.8883,76.95,78,40,10.36,scattered clouds
393,La Asuncion,VE,11.0333,-63.8628,83.93,79,24,11.5,few clouds
394,Saint-Philippe,RE,-21.3585,55.7679,72.95,73,7,8.72,clear sky
395,Slave Lake,CA,55.2834,-114.769,52.63,54,9,3.8,clear sky
396,Goundam,ML,16.4145,-3.6708,103.68,23,3,5.55,clear sky
397,Porto Belo,BR,-27.1578,-48.5531,79.79,65,0,5.3,clear sky
398,Ekibastuz,KZ,51.6667,75.3667,72.48,28,0,7.52,clear sky
399,Sitka,US,57.0531,-135.33,55.29,82,90,5.75,light rain
400,Hilo,US,19.7297,-155.09,72.63,92,17,1.01,few clouds
401,Vardo,NO,70.3705,31.1107,46.15,79,100,16.82,overcast clouds
402,Nanortalik,GL,60.1432,-45.2371,48.34,74,87,5.17,overcast clouds
403,Sur,OM,22.5667,59.5289,88.07,57,4,2.51,clear sky
404,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
405,Bluff,NZ,-46.6,168.3333,41.81,78,66,16.33,broken clouds
406,Pasighat,IN,28.0667,95.3333,78.1,97,91,1.25,overcast clouds
407,Waipawa,NZ,-41.4122,175.5153,39.83,85,13,6.98,few clouds
408,Halifax,CA,44.6453,-63.5724,75.42,74,45,3.44,scattered clouds
409,Nikolskoye,RU,59.7035,30.7861,63.01,77,75,5.23,broken clouds
410,Birmitrapur,IN,22.4,84.7667,79.65,83,73,4.85,broken clouds
411,Hilo,US,19.7297,-155.09,72.63,92,17,1.01,few clouds
412,Yulara,AU,-25.2406,130.9889,65.8,27,0,4.61,clear sky
413,Albany,US,42.6001,-73.9662,82.15,81,94,5.14,overcast clouds
414,Chokurdakh,RU,70.6333,147.9167,45.73,86,86,13.94,overcast clouds
415,Saint-Philippe,RE,-21.3585,55.7679,72.95,73,7,8.72,clear sky
416,Zheleznodorozhnyy,RU,55.7503,38.0042,71.15,63,100,8.55,overcast clouds
417,New Norfolk,AU,-42.7826,147.0587,53.1,76,100,1.99,overcast clouds
418,Tuktoyaktuk,CA,69.4541,-133.0374,45.28,81,100,5.32,overcast clouds
419,Punta Arenas,CL,-53.15,-70.9167,33.91,69,75,6.91,broken clouds
420,Ushuaia,AR,-54.8,-68.3,35.22,80,0,5.75,clear sky
421,Muskego,US,42.9058,-88.139,84.58,76,1,3.0,clear sky
